East,North,Elevation,Var_1,Var_2,Theoretical_rho
   533.889,   671.144,   -19.290,     1.012,     0.622,    -0.061
   531.996,   671.513,   -21.220,     1.077,     0.583,    -0.058
   530.102,   671.882,   -23.149,     1.050,     0.661,    -0.054
   528.209,   672.251,   -25.078,     1.006,     0.638,    -0.051
   526.315,   672.619,   -27.007,     0.958,     0.640,    -0.047
   524.422,   672.988,   -28.936,     1.028,     0.652,    -0.044
   522.528,   673.357,   -30.865,     0.989,     0.653,    -0.041
   520.635,   673.726,   -32.794,     0.939,     0.675,    -0.037
   518.742,   674.095,   -34.723,     0.924,     0.658,    -0.034
   516.848,   674.464,   -36.652,     0.931,     0.661,    -0.030
   514.955,   674.833,   -38.581,     0.958,     0.631,    -0.027
   513.061,   675.201,   -40.510,     0.885,     0.672,    -0.024
   511.168,   675.570,   -42.439,     0.934,     0.728,    -0.020
   509.274,   675.939,   -44.368,     0.983,     0.777,    -0.017
   507.381,   676.308,   -46.297,     0.899,     0.745,    -0.013
   505.487,   676.677,   -48.226,     0.917,     0.721,    -0.010
   503.594,   677.046,   -50.155,     0.912,     0.672,    -0.006
   501.700,   677.415,   -52.084,     0.936,     0.688,    -0.003
   499.807,   677.783,   -54.013,     1.005,     0.632,     0.000
   497.914,   678.152,   -55.942,     1.023,     0.615,     0.004
   496.020,   678.521,   -57.871,     1.049,     0.569,     0.007
   494.127,   678.890,   -59.800,     1.077,     0.535,     0.011
   492.233,   679.259,   -61.729,     1.049,     0.517,     0.014
   490.340,   679.628,   -63.659,     1.045,     0.497,     0.017
   488.446,   679.997,   -65.588,     0.998,     0.538,     0.021
   486.553,   680.365,   -67.517,     0.937,     0.532,     0.024
   484.659,   680.734,   -69.446,     0.979,     0.467,     0.028
   482.766,   681.103,   -71.375,     0.996,     0.494,     0.031
   480.873,   681.472,   -73.304,     0.966,     0.468,     0.034
   478.979,   681.841,   -75.233,     0.881,     0.494,     0.038
   477.086,   682.210,   -77.162,     0.895,     0.522,     0.041
   475.192,   682.579,   -79.091,     0.918,     0.515,     0.045
   473.299,   682.947,   -81.020,     0.905,     0.511,     0.048
   471.405,   683.316,   -82.949,     0.890,     0.535,     0.051
   469.512,   683.685,   -84.878,     0.818,     0.516,     0.055
   467.618,   684.054,   -86.807,     0.897,     0.545,     0.058
   465.725,   684.423,   -88.736,     0.883,     0.549,     0.062
   463.831,   684.792,   -90.665,     0.894,     0.604,     0.065
   461.938,   685.161,   -92.594,     0.923,     0.529,     0.069
   460.045,   685.529,   -94.523,     0.924,     0.553,     0.072
   458.151,   685.898,   -96.452,     0.847,     0.551,     0.075
   511.364,   704.776,    -0.000,     0.934,     0.674,    -0.020
   512.868,   705.134,    -1.546,     1.037,     0.749,    -0.023
   514.373,   705.493,    -3.093,     1.111,     0.754,    -0.026
   515.877,   705.851,    -4.639,     1.070,     0.740,    -0.029
   517.382,   706.209,    -6.186,     1.112,     0.734,    -0.031
   518.886,   706.568,    -7.732,     1.055,     0.724,    -0.034
   520.391,   706.926,    -9.279,     1.045,     0.702,    -0.037
   521.895,   707.284,   -10.825,     0.974,     0.719,    -0.039
   523.399,   707.642,   -12.372,     0.916,     0.767,    -0.042
   524.904,   708.001,   -13.918,     0.923,     0.776,    -0.045
   526.408,   708.359,   -15.465,     0.905,     0.765,    -0.048
   527.913,   708.717,   -17.011,     0.889,     0.725,    -0.050
   529.417,   709.076,   -18.558,     0.972,     0.727,    -0.053
   530.921,   709.434,   -20.104,     0.996,     0.716,    -0.056
   532.426,   709.792,   -21.651,     0.974,     0.851,    -0.058
   533.930,   710.150,   -23.197,     0.965,     0.844,    -0.061
   535.435,   710.509,   -24.744,     0.986,     0.794,    -0.064
   536.939,   710.867,   -26.290,     0.966,     0.776,    -0.066
   538.443,   711.225,   -27.837,     0.964,     0.758,    -0.069
   539.948,   711.583,   -29.383,     0.968,     0.816,    -0.072
   541.452,   711.942,   -30.930,     0.969,     0.858,    -0.075
   542.957,   712.300,   -32.476,     0.978,     0.821,    -0.077
   544.461,   712.658,   -34.023,     0.966,     0.779,    -0.080
   545.966,   713.017,   -35.569,     1.008,     0.734,    -0.083
   547.470,   713.375,   -37.116,     0.899,     0.758,    -0.085
   548.974,   713.733,   -38.662,     0.935,     0.731,    -0.088
   550.479,   714.091,   -40.209,     0.912,     0.770,    -0.091
   551.983,   714.450,   -41.755,     0.883,     0.755,    -0.094
   553.488,   714.808,   -43.302,     0.848,     0.767,    -0.096
   554.992,   715.166,   -44.848,     0.889,     0.726,    -0.099
   556.496,   715.525,   -46.395,     0.908,     0.682,    -0.102
   558.001,   715.883,   -47.941,     0.893,     0.699,    -0.104
   559.505,   716.241,   -49.488,     0.902,     0.681,    -0.107
   561.010,   716.599,   -51.034,     0.902,     0.732,    -0.110
   562.514,   716.958,   -52.581,     0.897,     0.722,    -0.113
   564.019,   717.316,   -54.127,     0.953,     0.763,    -0.115
   565.523,   717.674,   -55.674,     0.915,     0.780,    -0.118
   567.027,   718.033,   -57.220,     0.994,     0.808,    -0.121
   568.532,   718.391,   -58.767,     0.963,     0.759,    -0.123
   570.036,   718.749,   -60.313,     0.926,     0.785,    -0.126
   571.541,   719.107,   -61.860,     0.991,     0.821,    -0.129
   573.045,   719.466,   -63.406,     0.980,     0.794,    -0.131
   574.549,   719.824,   -64.953,     1.042,     0.874,    -0.134
   576.054,   720.182,   -66.499,     1.040,     0.829,    -0.137
   577.558,   720.540,   -68.046,     1.039,     0.817,    -0.140
   579.063,   720.899,   -69.592,     1.037,     0.846,    -0.142
   580.567,   721.257,   -71.139,     1.019,     0.785,    -0.145
   582.072,   721.615,   -72.685,     1.035,     0.828,    -0.148
   583.576,   721.974,   -74.232,     1.092,     0.803,    -0.150
   585.080,   722.332,   -75.778,     1.138,     0.833,    -0.153
   586.585,   722.690,   -77.324,     1.154,     0.863,    -0.156
   590.985,   710.162,    -0.000,     1.015,     0.656,    -0.164
   592.024,   711.828,    -1.964,     0.979,     0.707,    -0.166
   593.063,   713.494,    -3.927,     0.982,     0.741,    -0.168
   594.102,   715.160,    -5.891,     1.038,     0.728,    -0.169
   595.142,   716.826,    -7.855,     1.022,     0.743,    -0.171
   596.181,   718.493,    -9.818,     1.044,     0.705,    -0.173
   597.220,   720.159,   -11.782,     0.972,     0.759,    -0.175
   598.259,   721.825,   -13.746,     0.902,     0.727,    -0.177
   599.298,   723.491,   -15.709,     0.862,     0.794,    -0.179
   600.338,   725.157,   -17.673,     0.905,     0.869,    -0.181
   601.377,   726.823,   -19.637,     0.925,     0.847,    -0.182
   602.416,   728.489,   -21.601,     0.963,     0.858,    -0.184
   603.455,   730.156,   -23.564,     0.881,     0.943,    -0.186
   604.495,   731.822,   -25.528,     0.939,     0.935,    -0.188
   605.534,   733.488,   -27.492,     0.967,     0.848,    -0.190
   606.573,   735.154,   -29.455,     0.918,     0.911,    -0.192
   607.612,   736.820,   -31.419,     0.926,     0.946,    -0.194
   608.651,   738.486,   -33.383,     0.965,     0.992,    -0.196
   609.691,   740.153,   -35.346,     0.920,     0.960,    -0.197
   610.730,   741.819,   -37.310,     0.883,     0.935,    -0.199
   611.769,   743.485,   -39.274,     0.846,     0.950,    -0.201
   612.808,   745.151,   -41.237,     0.906,     1.045,    -0.203
   613.848,   746.817,   -43.201,     0.866,     1.045,    -0.205
   614.887,   748.483,   -45.165,     0.796,     1.064,    -0.207
   615.926,   750.149,   -47.128,     0.843,     1.033,    -0.209
   616.965,   751.816,   -49.092,     0.834,     1.088,    -0.211
   618.005,   753.482,   -51.056,     0.786,     1.065,    -0.212
   619.044,   755.148,   -53.020,     0.843,     1.034,    -0.214
   620.083,   756.814,   -54.983,     0.917,     0.936,    -0.216
   621.122,   758.480,   -56.947,     0.906,     0.933,    -0.218
   622.161,   760.146,   -58.911,     0.855,     0.944,    -0.220
   623.201,   761.813,   -60.874,     0.824,     1.010,    -0.222
   624.240,   763.479,   -62.838,     0.752,     0.989,    -0.224
   625.279,   765.145,   -64.802,     0.749,     0.949,    -0.226
   626.318,   766.811,   -66.765,     0.800,     0.978,    -0.227
   627.358,   768.477,   -68.729,     0.805,     0.915,    -0.229
   628.397,   770.143,   -70.693,     0.758,     0.879,    -0.231
   629.436,   771.810,   -72.656,     0.830,     0.998,    -0.233
   630.475,   773.476,   -74.620,     0.779,     1.012,    -0.235
   631.514,   775.142,   -76.584,     0.759,     0.936,    -0.237
   632.554,   776.808,   -78.547,     0.796,     0.916,    -0.239
   633.593,   778.474,   -80.511,     0.792,     0.959,    -0.240
   634.632,   780.140,   -82.475,     0.843,     0.953,    -0.242
   635.671,   781.806,   -84.439,     0.854,     0.893,    -0.244
   636.711,   783.473,   -86.402,     0.945,     0.814,    -0.246
   637.750,   785.139,   -88.366,     0.963,     0.797,    -0.248
   638.789,   786.805,   -90.330,     0.990,     0.839,    -0.250
   639.828,   788.471,   -92.293,     0.957,     0.819,    -0.252
   640.867,   790.137,   -94.257,     0.926,     0.829,    -0.254
   641.907,   791.803,   -96.221,     1.034,     0.771,    -0.255
   642.946,   793.470,   -98.184,     1.018,     0.839,    -0.257
   563.395,   832.666,    -0.000,     0.938,     0.679,    -0.114
   564.709,   831.159,    -1.999,     0.908,     0.772,    -0.116
   566.022,   829.652,    -3.999,     0.891,     0.782,    -0.119
   567.336,   828.145,    -5.998,     0.943,     0.750,    -0.121
   568.650,   826.638,    -7.997,     0.948,     0.716,    -0.124
   569.964,   825.131,    -9.997,     0.912,     0.725,    -0.126
   571.278,   823.625,   -11.996,     0.997,     0.733,    -0.128
   572.592,   822.118,   -13.995,     0.896,     0.714,    -0.131
   573.906,   820.611,   -15.994,     0.948,     0.674,    -0.133
   575.220,   819.104,   -17.994,     0.919,     0.764,    -0.135
   576.534,   817.597,   -19.993,     0.922,     0.697,    -0.138
   577.848,   816.090,   -21.992,     0.863,     0.770,    -0.140
   579.162,   814.583,   -23.992,     0.848,     0.735,    -0.142
   580.476,   813.076,   -25.991,     0.860,     0.757,    -0.145
   581.790,   811.569,   -27.990,     0.843,     0.705,    -0.147
   583.104,   810.062,   -29.990,     0.998,     0.757,    -0.150
   584.417,   808.555,   -31.989,     1.037,     0.786,    -0.152
   585.731,   807.049,   -33.988,     1.159,     0.840,    -0.154
   587.045,   805.542,   -35.987,     1.177,     0.830,    -0.157
   588.359,   804.035,   -37.987,     1.053,     0.853,    -0.159
   589.673,   802.528,   -39.986,     1.071,     0.750,    -0.161
   590.987,   801.021,   -41.985,     0.961,     0.839,    -0.164
   592.301,   799.514,   -43.985,     0.939,     0.850,    -0.166
   593.615,   798.007,   -45.984,     0.881,     0.846,    -0.169
   594.929,   796.500,   -47.983,     0.870,     0.819,    -0.171
   596.243,   794.993,   -49.983,     0.913,     0.909,    -0.173
   597.557,   793.486,   -51.982,     0.953,     0.883,    -0.176
   598.871,   791.979,   -53.981,     0.925,     0.925,    -0.178
   600.185,   790.472,   -55.980,     0.945,     0.886,    -0.180
   601.499,   788.966,   -57.980,     1.022,     0.904,    -0.183
   602.813,   787.459,   -59.979,     1.013,     0.915,    -0.185
   604.126,   785.952,   -61.978,     1.111,     0.866,    -0.187
   605.440,   784.445,   -63.978,     1.057,     0.836,    -0.190
   606.754,   782.938,   -65.977,     0.990,     0.847,    -0.192
   608.068,   781.431,   -67.976,     0.925,     0.821,    -0.195
   609.382,   779.924,   -69.976,     0.877,     0.875,    -0.197
   610.696,   778.417,   -71.975,     0.790,     0.863,    -0.199
   612.010,   776.910,   -73.974,     0.782,     0.915,    -0.202
   613.324,   775.403,   -75.973,     0.781,     0.964,    -0.204
   614.638,   773.896,   -77.973,     0.732,     0.968,    -0.206
   615.952,   772.389,   -79.972,     0.768,     0.954,    -0.209
   617.266,   770.883,   -81.971,     0.734,     1.029,    -0.211
   618.580,   769.376,   -83.971,     0.765,     1.076,    -0.213
   619.894,   767.869,   -85.970,     0.791,     1.058,    -0.216
   621.208,   766.362,   -87.969,     0.752,     1.090,    -0.218
   622.521,   764.855,   -89.969,     0.814,     0.994,    -0.221
   623.835,   763.348,   -91.968,     0.814,     0.948,    -0.223
   625.149,   761.841,   -93.967,     0.824,     0.946,    -0.225
   626.463,   760.334,   -95.966,     0.802,     0.953,    -0.228
   627.777,   758.827,   -97.966,     0.881,     0.861,    -0.230
   629.091,   757.320,   -99.965,     0.894,     0.880,    -0.232
   561.745,   888.457,    -0.000,     1.131,     0.749,    -0.111
   562.165,   890.007,    -1.606,     1.047,     0.723,    -0.112
   562.584,   891.557,    -3.212,     1.083,     0.720,    -0.113
   563.004,   893.107,    -4.817,     1.114,     0.720,    -0.113
   563.423,   894.658,    -6.423,     1.096,     0.747,    -0.114
   563.842,   896.208,    -8.029,     1.103,     0.743,    -0.115
   564.262,   897.758,    -9.635,     1.039,     0.763,    -0.116
   564.681,   899.308,   -11.241,     1.047,     0.758,    -0.116
   565.101,   900.858,   -12.846,     0.980,     0.779,    -0.117
   565.520,   902.408,   -14.452,     0.908,     0.768,    -0.118
   565.940,   903.958,   -16.058,     0.875,     0.805,    -0.119
   566.359,   905.508,   -17.664,     0.951,     0.818,    -0.119
   566.779,   907.058,   -19.270,     0.961,     0.734,    -0.120
   567.198,   908.608,   -20.875,     0.964,     0.711,    -0.121
   567.618,   910.158,   -22.481,     1.055,     0.678,    -0.122
   568.037,   911.708,   -24.087,     1.077,     0.664,    -0.122
   568.457,   913.258,   -25.693,     1.025,     0.650,    -0.123
   568.876,   914.808,   -27.299,     0.963,     0.711,    -0.124
   569.296,   916.358,   -28.904,     0.889,     0.756,    -0.125
   569.715,   917.908,   -30.510,     0.957,     0.765,    -0.125
   570.135,   919.458,   -32.116,     0.964,     0.737,    -0.126
   570.554,   921.008,   -33.722,     0.980,     0.725,    -0.127
   570.974,   922.558,   -35.328,     0.944,     0.785,    -0.128
   571.393,   924.108,   -36.933,     0.938,     0.827,    -0.129
   571.813,   925.658,   -38.539,     0.945,     0.796,    -0.129
   572.232,   927.208,   -40.145,     0.931,     0.773,    -0.130
   572.652,   928.759,   -41.751,     0.964,     0.650,    -0.131
   573.071,   930.309,   -43.357,     0.972,     0.708,    -0.132
   573.490,   931.859,   -44.962,     0.921,     0.691,    -0.132
   573.910,   933.409,   -46.568,     0.936,     0.647,    -0.133
   574.329,   934.959,   -48.174,     0.921,     0.651,    -0.134
   574.749,   936.509,   -49.780,     0.931,     0.623,    -0.135
   575.168,   938.059,   -51.386,     0.850,     0.658,    -0.135
   575.588,   939.609,   -52.991,     0.775,     0.674,    -0.136
   576.007,   941.159,   -54.597,     0.741,     0.677,    -0.137
   576.427,   942.709,   -56.203,     0.760,     0.666,    -0.138
   576.846,   944.259,   -57.809,     0.765,     0.693,    -0.138
   577.266,   945.809,   -59.415,     0.731,     0.705,    -0.139
   577.685,   947.359,   -61.020,     0.682,     0.713,    -0.140
   578.105,   948.909,   -62.626,     0.649,     0.659,    -0.141
   578.524,   950.459,   -64.232,     0.710,     0.646,    -0.141
   578.944,   952.009,   -65.838,     0.691,     0.659,    -0.142
   579.363,   953.559,   -67.444,     0.713,     0.657,    -0.143
   579.783,   955.109,   -69.049,     0.712,     0.679,    -0.144
   580.202,   956.659,   -70.655,     0.740,     0.701,    -0.144
   580.622,   958.209,   -72.261,     0.752,     0.726,    -0.145
   581.041,   959.759,   -73.867,     0.793,     0.670,    -0.146
   581.461,   961.309,   -75.473,     0.804,     0.696,    -0.147
   581.880,   962.859,   -77.078,     0.798,     0.679,    -0.147
   582.299,   964.410,   -78.684,     0.870,     0.701,    -0.148
   582.719,   965.960,   -80.290,     0.893,     0.741,    -0.149
   504.692,   897.616,    -0.000,     1.042,     0.625,    -0.008
   506.156,   896.333,    -1.946,     1.064,     0.628,    -0.011
   507.620,   895.051,    -3.892,     1.032,     0.601,    -0.014
   509.084,   893.769,    -5.838,     1.075,     0.595,    -0.016
   510.547,   892.487,    -7.783,     1.027,     0.575,    -0.019
   512.011,   891.205,    -9.729,     1.012,     0.587,    -0.022
   513.475,   889.923,   -11.675,     1.031,     0.599,    -0.024
   514.938,   888.641,   -13.621,     1.047,     0.589,    -0.027
   516.402,   887.358,   -15.567,     1.020,     0.597,    -0.030
   517.866,   886.076,   -17.513,     0.932,     0.710,    -0.032
   519.330,   884.794,   -19.459,     0.956,     0.699,    -0.035
   520.793,   883.512,   -21.404,     0.986,     0.671,    -0.037
   522.257,   882.230,   -23.350,     0.992,     0.642,    -0.040
   523.721,   880.948,   -25.296,     0.976,     0.631,    -0.043
   525.184,   879.666,   -27.242,     0.923,     0.665,    -0.045
   526.648,   878.383,   -29.188,     0.877,     0.736,    -0.048
   528.112,   877.101,   -31.134,     0.936,     0.687,    -0.051
   529.576,   875.819,   -33.080,     0.984,     0.746,    -0.053
   531.039,   874.537,   -35.025,     0.939,     0.771,    -0.056
   532.503,   873.255,   -36.971,     0.898,     0.745,    -0.059
   533.967,   871.973,   -38.917,     0.913,     0.771,    -0.061
   535.431,   870.691,   -40.863,     0.906,     0.818,    -0.064
   536.894,   869.408,   -42.809,     0.869,     0.837,    -0.066
   538.358,   868.126,   -44.755,     0.881,     0.769,    -0.069
   539.822,   866.844,   -46.701,     0.989,     0.760,    -0.072
   541.285,   865.562,   -48.646,     1.025,     0.764,    -0.074
   542.749,   864.280,   -50.592,     0.989,     0.735,    -0.077
   544.213,   862.998,   -52.538,     0.980,     0.720,    -0.080
   545.677,   861.716,   -54.484,     0.967,     0.702,    -0.082
   547.140,   860.433,   -56.430,     0.981,     0.666,    -0.085
   548.604,   859.151,   -58.376,     0.976,     0.592,    -0.087
   550.068,   857.869,   -60.322,     0.957,     0.661,    -0.090
   551.531,   856.587,   -62.267,     0.949,     0.681,    -0.093
   552.995,   855.305,   -64.213,     0.954,     0.661,    -0.095
   554.459,   854.023,   -66.159,     0.886,     0.775,    -0.098
   555.923,   852.741,   -68.105,     0.886,     0.805,    -0.101
   557.386,   851.458,   -70.051,     0.976,     0.814,    -0.103
   558.850,   850.176,   -71.997,     0.893,     0.819,    -0.106
   560.314,   848.894,   -73.943,     0.946,     0.795,    -0.109
   561.777,   847.612,   -75.888,     0.950,     0.721,    -0.111
   563.241,   846.330,   -77.834,     0.937,     0.817,    -0.114
   564.705,   845.048,   -79.780,     0.869,     0.815,    -0.116
   566.169,   843.766,   -81.726,     0.850,     0.794,    -0.119
   567.632,   842.483,   -83.672,     0.818,     0.811,    -0.122
   569.096,   841.201,   -85.618,     0.881,     0.760,    -0.124
   570.560,   839.919,   -87.564,     0.857,     0.807,    -0.127
   572.024,   838.637,   -89.509,     0.850,     0.851,    -0.130
   573.487,   837.355,   -91.455,     0.874,     0.820,    -0.132
   574.951,   836.073,   -93.401,     0.875,     0.845,    -0.135
   576.415,   834.791,   -95.347,     0.947,     0.931,    -0.138
   577.878,   833.508,   -97.293,     0.899,     0.942,    -0.140
   503.018,   904.150,    -0.000,     0.910,     0.590,    -0.005
   502.484,   902.225,    -1.998,     0.937,     0.531,    -0.004
   501.950,   900.300,    -3.996,     0.946,     0.535,    -0.004
   501.416,   898.375,    -5.994,     0.997,     0.546,    -0.003
   500.882,   896.449,    -7.992,     1.012,     0.566,    -0.002
   500.348,   894.524,    -9.990,     0.933,     0.569,    -0.001
   499.814,   892.599,   -11.988,     1.038,     0.578,     0.000
   499.280,   890.674,   -13.986,     1.010,     0.553,     0.001
   498.746,   888.748,   -15.984,     1.065,     0.594,     0.002
   498.212,   886.823,   -17.982,     1.110,     0.564,     0.003
   497.678,   884.898,   -19.979,     1.165,     0.552,     0.004
   497.144,   882.972,   -21.977,     1.199,     0.569,     0.005
   496.610,   881.047,   -23.975,     1.226,     0.591,     0.006
   496.076,   879.122,   -25.973,     1.122,     0.577,     0.007
   495.542,   877.197,   -27.971,     1.132,     0.522,     0.008
   495.008,   875.271,   -29.969,     1.002,     0.518,     0.009
   494.474,   873.346,   -31.967,     0.968,     0.567,     0.010
   493.940,   871.421,   -33.965,     0.973,     0.588,     0.011
   493.406,   869.496,   -35.963,     0.916,     0.605,     0.012
   492.872,   867.570,   -37.961,     0.930,     0.607,     0.013
   492.338,   865.645,   -39.959,     0.935,     0.616,     0.014
   491.804,   863.720,   -41.957,     0.915,     0.618,     0.015
   491.270,   861.795,   -43.955,     1.001,     0.615,     0.016
   490.736,   859.869,   -45.953,     1.039,     0.637,     0.017
   490.202,   857.944,   -47.951,     0.989,     0.705,     0.018
   489.668,   856.019,   -49.949,     1.092,     0.722,     0.019
   489.134,   854.094,   -51.947,     1.049,     0.686,     0.020
   488.600,   852.168,   -53.945,     0.952,     0.758,     0.021
   488.066,   850.243,   -55.943,     1.033,     0.770,     0.021
   487.532,   848.318,   -57.940,     1.001,     0.684,     0.022
   486.998,   846.393,   -59.938,     0.917,     0.719,     0.023
   486.464,   844.467,   -61.936,     0.909,     0.727,     0.024
   485.930,   842.542,   -63.934,     0.849,     0.779,     0.025
   485.396,   840.617,   -65.932,     0.801,     0.835,     0.026
   484.862,   838.691,   -67.930,     0.863,     0.793,     0.027
   484.328,   836.766,   -69.928,     0.880,     0.779,     0.028
   483.794,   834.841,   -71.926,     0.834,     0.722,     0.029
   483.260,   832.916,   -73.924,     0.821,     0.703,     0.030
   482.726,   830.990,   -75.922,     0.860,     0.719,     0.031
   482.192,   829.065,   -77.920,     0.878,     0.681,     0.032
   481.658,   827.140,   -79.918,     0.951,     0.712,     0.033
   481.124,   825.215,   -81.916,     0.982,     0.696,     0.034
   480.590,   823.289,   -83.914,     0.948,     0.642,     0.035
   480.056,   821.364,   -85.912,     0.962,     0.635,     0.036
   479.522,   819.439,   -87.910,     1.047,     0.644,     0.037
   478.988,   817.514,   -89.908,     1.071,     0.620,     0.038
   478.454,   815.588,   -91.906,     1.157,     0.668,     0.039
   477.920,   813.663,   -93.904,     1.139,     0.672,     0.040
   477.386,   811.738,   -95.901,     1.045,     0.694,     0.041
   476.852,   809.813,   -97.899,     1.106,     0.663,     0.042
   476.318,   807.887,   -99.897,     1.169,     0.695,     0.043
   627.721,   158.954,    -0.000,     0.962,     0.761,    -0.230
   628.039,   160.510,    -1.588,     0.942,     0.738,    -0.230
   628.357,   162.066,    -3.176,     0.934,     0.677,    -0.231
   628.675,   163.622,    -4.764,     0.964,     0.683,    -0.232
   628.992,   165.178,    -6.352,     0.922,     0.691,    -0.232
   629.310,   166.734,    -7.940,     0.874,     0.756,    -0.233
   629.628,   168.290,    -9.528,     0.908,     0.764,    -0.233
   629.946,   169.846,   -11.116,     0.889,     0.727,    -0.234
   630.264,   171.402,   -12.704,     0.891,     0.736,    -0.234
   630.581,   172.958,   -14.292,     0.917,     0.724,    -0.235
   630.899,   174.514,   -15.880,     0.812,     0.709,    -0.236
   631.217,   176.069,   -17.469,     0.818,     0.710,    -0.236
   631.535,   177.625,   -19.057,     0.803,     0.732,    -0.237
   631.853,   179.181,   -20.645,     0.920,     0.792,    -0.237
   632.170,   180.737,   -22.233,     0.942,     0.845,    -0.238
   632.488,   182.293,   -23.821,     0.960,     0.857,    -0.238
   632.806,   183.849,   -25.409,     0.880,     0.872,    -0.239
   633.124,   185.405,   -26.997,     0.928,     0.883,    -0.240
   633.442,   186.961,   -28.585,     0.934,     0.848,    -0.240
   633.759,   188.517,   -30.173,     0.879,     0.885,    -0.241
   634.077,   190.073,   -31.761,     0.837,     0.940,    -0.241
   634.395,   191.629,   -33.349,     0.831,     0.972,    -0.242
   634.713,   193.185,   -34.937,     0.797,     1.010,    -0.242
   635.031,   194.741,   -36.525,     0.809,     1.012,    -0.243
   635.348,   196.296,   -38.113,     0.864,     1.027,    -0.244
   635.666,   197.852,   -39.701,     0.811,     1.045,    -0.244
   635.984,   199.408,   -41.289,     0.778,     1.002,    -0.245
   636.302,   200.964,   -42.877,     0.760,     0.995,    -0.245
   636.620,   202.520,   -44.465,     0.790,     0.937,    -0.246
   636.937,   204.076,   -46.053,     0.803,     0.923,    -0.246
   637.255,   205.632,   -47.641,     0.732,     0.924,    -0.247
   637.573,   207.188,   -49.229,     0.748,     0.888,    -0.248
   637.891,   208.744,   -50.818,     0.789,     0.833,    -0.248
   638.209,   210.300,   -52.406,     0.833,     0.859,    -0.249
   638.526,   211.856,   -53.994,     0.858,     0.839,    -0.249
   638.844,   213.412,   -55.582,     0.864,     0.847,    -0.250
   639.162,   214.968,   -57.170,     0.930,     0.830,    -0.250
   639.480,   216.523,   -58.758,     1.047,     0.861,    -0.251
   639.798,   218.079,   -60.346,     1.004,     0.907,    -0.252
   640.115,   219.635,   -61.934,     1.030,     0.903,    -0.252
   640.433,   221.191,   -63.522,     0.973,     0.989,    -0.253
   640.751,   222.747,   -65.110,     1.005,     1.040,    -0.253
   641.069,   224.303,   -66.698,     1.006,     1.101,    -0.254
   641.387,   225.859,   -68.286,     0.929,     1.259,    -0.254
   641.704,   227.415,   -69.874,     0.919,     1.199,    -0.255
   642.022,   228.971,   -71.462,     0.874,     1.184,    -0.256
   642.340,   230.527,   -73.050,     0.802,     1.111,    -0.256
   642.658,   232.083,   -74.638,     0.774,     1.092,    -0.257
   642.976,   233.639,   -76.226,     0.759,     1.021,    -0.257
   643.293,   235.195,   -77.814,     0.814,     0.997,    -0.258
   643.611,   236.750,   -79.402,     0.782,     0.935,    -0.259
   646.916,   169.906,    -0.000,     0.984,     0.880,    -0.264
   648.771,   169.661,    -1.870,     0.957,     0.864,    -0.268
   650.625,   169.417,    -3.741,     0.907,     0.906,    -0.271
   652.479,   169.172,    -5.611,     0.890,     0.931,    -0.274
   654.333,   168.927,    -7.481,     0.861,     0.975,    -0.278
   656.188,   168.682,    -9.351,     0.820,     0.958,    -0.281
   658.042,   168.438,   -11.222,     0.882,     0.853,    -0.284
   659.896,   168.193,   -13.092,     0.833,     0.882,    -0.288
   661.750,   167.948,   -14.962,     0.832,     0.827,    -0.291
   663.604,   167.703,   -16.833,     0.820,     0.803,    -0.294
   665.459,   167.459,   -18.703,     0.827,     0.808,    -0.298
   667.313,   167.214,   -20.573,     0.881,     0.752,    -0.301
   669.167,   166.969,   -22.444,     0.890,     0.785,    -0.305
   671.021,   166.725,   -24.314,     0.987,     0.830,    -0.308
   672.876,   166.480,   -26.184,     1.009,     0.829,    -0.311
   674.730,   166.235,   -28.054,     0.970,     0.917,    -0.315
   676.584,   165.990,   -29.925,     0.926,     0.944,    -0.318
   678.438,   165.746,   -31.795,     0.881,     0.872,    -0.321
   680.292,   165.501,   -33.665,     0.832,     0.834,    -0.325
   682.147,   165.256,   -35.536,     0.861,     0.871,    -0.328
   684.001,   165.011,   -37.406,     0.864,     0.931,    -0.331
   685.855,   164.767,   -39.276,     0.750,     1.003,    -0.335
   687.709,   164.522,   -41.147,     0.733,     1.047,    -0.338
   689.563,   164.277,   -43.017,     0.786,     1.027,    -0.341
   691.418,   164.032,   -44.887,     0.784,     0.975,    -0.345
   693.272,   163.788,   -46.757,     0.780,     1.023,    -0.348
   695.126,   163.543,   -48.628,     0.704,     1.003,    -0.351
   696.980,   163.298,   -50.498,     0.751,     0.943,    -0.355
   698.835,   163.053,   -52.368,     0.753,     0.905,    -0.358
   700.689,   162.809,   -54.239,     0.733,     0.856,    -0.361
   702.543,   162.564,   -56.109,     0.735,     0.923,    -0.365
   704.397,   162.319,   -57.979,     0.674,     0.952,    -0.368
   706.251,   162.074,   -59.849,     0.723,     0.993,    -0.371
   708.106,   161.830,   -61.720,     0.747,     1.016,    -0.375
   709.960,   161.585,   -63.590,     0.755,     1.059,    -0.378
   711.814,   161.340,   -65.460,     0.738,     1.166,    -0.381
   713.668,   161.096,   -67.331,     0.766,     1.230,    -0.385
   715.522,   160.851,   -69.201,     0.707,     1.325,    -0.388
   717.377,   160.606,   -71.071,     0.699,     1.284,    -0.391
   719.231,   160.361,   -72.942,     0.746,     1.166,    -0.395
